SL. NO.,ADDRESS,COUNTRY,STATE,CITY,TIMEZONE,ping_delay_time,last_router_delay,traceroute_steps,traceroute_time,total_delay,minimum_rtt,maximum_rtt,average_rtt,time_to_live,latitude,longitude
513,117.208.139.69,India,Karnataka,Bengaluru,Asia/Calcutta,67.737,9.825,7.0,22.267,40.494,33.277,53.69,43.09,91.0,13.1937,77.6762
514,117.208.139.104,India,Andhra Pradesh,Kurnool,Asia/Calcutta,69.213,5.812,6.0,26.057,39.012,31.315,50.466,40.224,95.0,15.7958,78.039
515,117.208.139.45,India,Karnataka,Bengaluru,Asia/Calcutta,67.768,8.267,6.0,25.755,37.124,31.151,52.113,41.111,68.0,12.9719,77.3313
516,117.208.139.86,India,Andhra Pradesh,Kurnool,Asia/Calcutta,68.12,5.194,6.0,23.46,34.338,29.391,44.501,38.426,121.0,15.8585,78.0487
517,117.208.139.143,India,Karnataka,Bengaluru,Asia/Calcutta,64.976,6.339,6.0,25.152,34.98,31.592,46.047,37.759,73.0,12.735,77.2613
518,117.208.139.48,India,Andhra Pradesh,Kurnool,Asia/Calcutta,69.62,7.948,6.0,24.65,38.726,33.149,47.221,38.61,114.0,15.9506,78.1183
519,117.208.139.185,India,Karnataka,Bengaluru,Asia/Calcutta,69.622,10.048,6.0,28.256,45.421,39.057,55.464,46.667,62.0,12.7447,77.1875
520,117.208.139.100,India,Haryana,Ambala,Asia/Calcutta,69.393,9.53,6.0,27.03,41.578,35.734,48.209,43.55,60.0,30.3455,76.7659
521,117.208.139.118,India,Andhra Pradesh,Kurnool,Asia/Calcutta,68.594,8.863,7.0,25.699,44.001,38.174,58.417,49.116,58.0,15.8915,77.9214
522,117.208.139.87,India,Andhra Pradesh,Kurnool,Asia/Calcutta,64.204,5.837,6.0,23.565,37.568,32.562,45.651,39.622,99.0,15.939,78.0653
523,117.208.139.136,India,Andhra Pradesh,Kurnool,Asia/Calcutta,68.184,5.695,7.0,25.428,42.65,37.461,49.454,43.531,76.0,15.9957,78.1044
524,117.208.139.51,India,Andhra Pradesh,Kurnool,Asia/Calcutta,69.568,10.224,7.0,21.699,40.566,33.255,48.327,39.511,101.0,15.6889,78.2438
525,117.208.139.169,India,Haryana,Ambala,Asia/Calcutta,69.817,11.042,6.0,29.856,46.06,42.948,59.562,49.733,73.0,30.4272,76.7639
526,117.208.139.229,India,Andhra Pradesh,Kurnool,Asia/Calcutta,66.127,5.936,6.0,24.296,37.924,34.018,43.08,36.733,73.0,15.6927,78.1524
527,117.208.139.176,India,Haryana,Ambala,Asia/Calcutta,67.135,7.664,6.0,22.22,35.787,30.709,47.563,38.624,72.0,30.429,76.8088
528,117.208.139.241,India,Karnataka,Bengaluru,Asia/Calcutta,70.231,6.807,6.0,26.787,42.254,38.995,54.39,48.125,60.0,13.1172,77.6214
529,117.208.139.15,India,Karnataka,Bengaluru,Asia/Calcutta,68.03,8.087,7.0,21.605,38.667,32.862,48.167,38.799,66.0,12.5955,77.8445
530,117.208.139.117,India,Andhra Pradesh,Kurnool,Asia/Calcutta,69.604,9.585,6.0,25.834,37.141,29.544,43.188,37.072,61.0,15.81,77.8308
531,117.208.139.186,India,Andhra Pradesh,Kurnool,Asia/Calcutta,67.854,8.452,6.0,24.622,39.512,33.404,53.546,42.727,64.0,15.6482,78.2332
532,117.208.139.226,India,Karnataka,Bengaluru,Asia/Calcutta,69.066,9.485,6.0,27.839,44.536,37.542,51.284,46.049,82.0,13.1316,77.8156
533,117.208.139.180,India,Andhra Pradesh,Kurnool,Asia/Calcutta,64.898,4.037,6.0,20.387,37.99,30.076,51.181,41.517,119.0,15.6342,78.0654
534,117.208.139.211,India,Haryana,Ambala,Asia/Calcutta,70.981,11.435,7.0,28.977,39.964,34.478,50.087,43.838,98.0,30.3677,76.7468
535,117.208.139.122,India,Andhra Pradesh,Kurnool,Asia/Calcutta,67.922,8.635,6.0,24.135,40.345,32.505,54.715,43.021,56.0,15.5857,77.8436
536,117.208.139.154,India,Karnataka,Bengaluru,Asia/Calcutta,67.609,8.45,6.0,26.676,38.422,33.59,46.294,37.971,119.0,13.3134,77.6626
537,117.233.122.178,India,Maharashtra,Mumbai,Asia/Calcutta,67.513,6.795,7.0,22.76,36.372,28.422,47.711,37.519,97.0,19.1305,72.771
538,117.247.232.22,India,Uttarakhand,Dehradun,Asia/Calcutta,69.267,7.189,6.0,26.297,40.881,33.191,46.295,40.95,116.0,30.3575,78.0016
539,117.216.160.75,India,Karnataka,Mysore,Asia/Calcutta,71.598,9.002,6.0,25.91,40.949,36.662,53.149,43.233,76.0,12.3892,76.6099
540,59.89.146.61,India,Punjab,Morinda,Asia/Calcutta,69.882,10.199,6.0,28.126,40.563,34.356,53.936,42.747,113.0,30.75,76.9
541,117.225.124.24,India,Punjab,Samrala,Asia/Calcutta,71.187,7.112,6.0,23.834,40.547,34.565,50.891,42.608,83.0,30.7416,76.0533
542,117.199.197.100,India,Rajasthan,Ajmer,Asia/Calcutta,69.478,6.179,6.0,25.551,37.775,33.522,51.146,40.492,52.0,26.4748,74.6137
543,59.92.179.190,India,Tamil Nadu,Chennai,Asia/Calcutta,67.476,8.349,6.0,24.943,41.213,35.471,47.744,42.91,114.0,13.0485,80.2837
544,117.233.89.173,India,Madhya Pradesh,Bhopal,Asia/Calcutta,68.587,9.56,6.0,24.584,42.254,35.327,49.181,43.881,62.0,23.2599,77.4126
545,61.0.248.159,India,Uttarakhand,Nainital,Asia/Calcutta,68.796,4.541,7.0,27.186,41.483,36.434,53.738,44.638,63.0,29.4797,79.5048
546,117.200.202.114,India,Gujarat,Ahmedabad,Asia/Calcutta,69.32,10.072,6.0,22.951,42.358,36.169,52.312,42.559,126.0,22.9958,72.5806
547,59.96.252.240,India,Kerala,Kochi,Asia/Calcutta,65.841,6.618,6.0,27.788,37.052,29.979,49.496,39.193,114.0,9.7059,76.2739
548,117.213.144.35,India,Andhra Pradesh,Pileru,Asia/Calcutta,68.35,5.092,6.0,25.645,41.428,34.223,55.527,44.218,106.0,13.5333,79.3833
549,117.255.218.94,India,Himachal Pradesh,Shimla,Asia/Calcutta,64.389,4.445,7.0,20.978,39.387,35.659,53.308,46.273,87.0,31.1076,77.1355
550,59.96.249.57,India,Kerala,Kochi,Asia/Calcutta,65.394,6.561,7.0,27.048,41.63,34.979,49.635,43.56,122.0,9.6211,75.9803
551,59.98.21.47,India,Jharkhand,Jamshedpur,Asia/Calcutta,67.074,9.646,6.0,23.599,39.746,32.26,45.809,38.379,109.0,22.7396,86.0314
552,117.214.74.139,India,West Bengal,Howrah,Asia/Calcutta,68.608,9.416,6.0,26.1,43.261,39.643,50.592,45.866,108.0,22.5632,88.2599
553,117.228.214.249,India,Maharashtra,Mumbai,Asia/Calcutta,67.42,8.182,6.0,22.221,38.544,31.39,49.248,38.463,65.0,19.2431,72.6982
554,61.3.172.238,India,Kerala,Thrissur,Asia/Calcutta,71.906,8.758,6.0,23.72,43.809,38.698,51.475,47.049,54.0,10.6162,76.2857
555,117.219.216.155,India,Telangana,Hyderabad,Asia/Calcutta,66.677,8.303,7.0,25.252,41.447,38.231,50.279,45.05,58.0,11.6855,77.2833
556,117.196.66.172,India,Maharashtra,Kolhapur,Asia/Calcutta,68.473,8.185,7.0,25.781,42.216,36.736,50.383,43.5,84.0,16.7,74.25
557,117.217.99.254,India,Maharashtra,Pune,Asia/Calcutta,66.825,7.559,7.0,24.099,36.163,32.21,50.45,39.4,94.0,18.4915,74.2238
558,59.97.59.110,India,Tamil Nadu,Kalpakkam,Asia/Calcutta,68.551,9.063,7.0,25.481,41.952,38.087,50.791,45.702,58.0,12.6,80.15
559,117.208.139.206,India,Karnataka,Bengaluru,Asia/Calcutta,67.598,8.425,7.0,25.045,38.935,34.403,52.593,42.549,85.0,13.0662,77.3251
560,117.223.193.207,India,West Bengal,Kolkata,Asia/Calcutta,70.004,7.761,6.0,20.551,36.218,29.286,41.629,34.416,95.0,22.8788,88.6854
561,117.247.95.212,India,Maharashtra,Mumbai,Asia/Calcutta,69.121,6.716,6.0,20.444,40.212,35.841,52.444,44.084,56.0,19.0431,72.9697
562,59.97.249.57,India,Uttarakhand,Haridwar,Asia/Calcutta,73.658,9.809,6.0,28.463,42.953,39.319,53.35,44.358,77.0,29.9456,78.1642
563,117.199.28.3,India,Maharashtra,Thane,Asia/Calcutta,65.178,6.448,6.0,20.248,35.396,29.351,41.348,37.34,50.0,19.2183,72.9783
564,117.202.18.10,India,Tamil Nadu,Chennai,Asia/Calcutta,69.99,11.502,6.0,29.407,40.346,33.59,48.5,42.693,121.0,13.0277,80.1821
565,61.2.143.193,India,Kerala,Kochi,Asia/Calcutta,66.712,10.034,7.0,28.151,41.213,36.04,54.585,45.839,113.0,9.9959,76.0049
566,117.234.4.24,India,Punjab,Hoshiarpur,Asia/Calcutta,71.634,9.5,6.0,26.172,45.66,39.472,55.757,47.91,95.0,31.4977,75.9197
567,117.230.47.196,India,Karnataka,Bengaluru,Asia/Calcutta,69.493,10.447,6.0,27.466,38.666,32.241,45.204,37.821,102.0,12.9749,77.6226
568,61.0.248.155,India,Punjab,Gurdaspur,Asia/Calcutta,63.988,5.218,6.0,25.516,35.491,30.218,46.351,36.815,65.0,32.065,75.396
569,117.217.99.253,India,Maharashtra,Pune,Asia/Calcutta,67.096,5.13,6.0,25.263,39.557,35.968,53.347,45.128,85.0,18.8155,74.2426
570,61.0.248.199,India,Uttarakhand,Kochi,Asia/Calcutta,65.086,9.477,7.0,23.957,40.283,33.2,50.325,42.634,85.0,10.2564,76.1417
571,117.204.127.194,India,Maharashtra,Thrissur,Asia/Calcutta,66.401,6.686,7.0,24.874,38.75,33.473,52.441,42.447,87.0,10.4722,76.0817
572,117.248.2.181,India,Tamil Nadu,Coimbatore,Asia/Calcutta,67.101,6.597,6.0,23.217,41.019,34.711,49.621,41.786,78.0,11.0539,77.0053
573,117.215.10.128,India,Jharkhand,Dhanbad,Asia/Calcutta,67.501,7.071,6.0,23.651,35.306,28.791,47.707,40.117,111.0,23.7908,86.4047
574,117.207.139.60,India,Haryana,Palwal,Asia/Calcutta,69.162,9.855,6.0,27.557,42.028,37.184,48.07,41.6,83.0,28.1484,77.3192
575,117.211.38.202,India,Maharashtra,Mumbai,Asia/Calcutta,64.26,9.863,7.0,24.043,35.123,31.499,40.313,35.887,104.0,19.243,72.7424
576,61.0.248.186,India,Kerala,Kochi,Asia/Calcutta,64.039,6.669,6.0,23.804,33.933,27.394,45.629,36.025,118.0,9.5431,76.2961
577,61.3.132.53,India,Kerala,Alappuzha,Asia/Calcutta,72.593,10.602,6.0,28.292,43.627,40.484,50.096,45.972,79.0,9.4864,76.3438
578,117.228.160.227,India,Madhya Pradesh,Malegaon,Asia/Calcutta,69.731,5.313,6.0,24.202,37.824,32.867,43.366,39.401,124.0,20.55,74.55
579,59.99.107.82,India,Kerala,Kannur,Asia/Calcutta,64.927,4.277,7.0,25.319,36.301,33.215,41.937,37.629,53.0,11.8972,75.2935
580,117.207.179.70,India,Rajasthan,Jaipur,Asia/Calcutta,69.624,11.116,6.0,26.048,38.599,31.606,43.683,36.173,111.0,26.6032,75.741
581,117.211.157.202,India,Maharashtra,Nashik,Asia/Calcutta,68.449,5.896,6.0,20.644,38.034,30.311,49.194,38.844,101.0,19.9381,73.773
582,117.220.161.205,India,National Capital Territory of Delhi,Delhi,Asia/Calcutta,68.713,9.656,6.0,26.186,43.237,36.871,56.225,46.246,95.0,28.8273,77.1189
583,117.214.74.37,India,West Bengal,Howrah,Asia/Calcutta,72.091,10.787,6.0,25.16,42.053,34.828,52.096,43.133,100.0,22.6534,88.2989
584,117.228.214.97,India,Maharashtra,Mumbai,Asia/Calcutta,68.528,6.585,6.0,20.573,39.789,34.554,46.286,40.126,62.0,19.2164,72.8654
585,117.217.99.14,India,Maharashtra,Pune,Asia/Calcutta,70.04,7.488,6.0,25.917,43.369,37.779,51.964,43.617,94.0,18.366,73.9568
586,61.1.137.19,India,Telangana,Hyderabad,Asia/Calcutta,65.528,9.828,6.0,21.006,34.738,29.519,48.365,37.306,81.0,26.6178,89.6461
587,59.90.182.240,India,- - -,- - -,Asia/Calcutta,67.734,6.023,6.0,20.753,38.649,34.544,49.079,41.266,121.0,17.7612,69.7574
588,117.221.110.243,India,Andhra Pradesh,Vizianagaram,Asia/Calcutta,65.448,7.733,6.0,26.779,37.175,32.838,45.996,38.115,53.0,17.6833,83.4
589,117.210.195.235,India,Punjab,Pathankot,Asia/Calcutta,67.416,6.47,6.0,22.137,34.211,30.431,46.759,39.934,117.0,32.0018,75.6506
590,59.96.224.145,India,Tamil Nadu,Kumbakonam,Asia/Calcutta,70.877,7.813,6.0,26.116,41.068,35.106,47.684,41.582,124.0,10.96,79.38
591,61.0.248.152,India,Tamil Nadu,Karur,Asia/Calcutta,67.761,8.806,7.0,24.178,43.438,35.733,51.435,43.148,81.0,11.021,78.1076
592,117.208.92.160,India,Haryana,Hisar,Asia/Calcutta,70.252,11.408,7.0,25.371,45.135,38.522,50.58,45.987,99.0,29.1495,75.7402
593,117.195.221.146,India,Andhra Pradesh,Nellore,Asia/Calcutta,63.753,8.985,6.0,24.766,38.146,31.175,49.326,39.488,59.0,14.4482,80.0052
594,117.248.43.2,India,Tamil Nadu,Villupuram,Asia/Calcutta,67.245,7.374,6.0,26.285,43.339,39.936,49.003,42.568,94.0,11.9518,79.4334
595,117.192.195.164,India,Uttar Pradesh,Varanasi,Asia/Calcutta,63.864,4.991,7.0,26.398,36.744,29.498,47.572,40.106,67.0,25.318,82.9638
596,117.217.99.89,India,Maharashtra,Pune,Asia/Calcutta,66.372,8.343,6.0,25.757,43.274,40.058,49.193,45.564,90.0,18.171,74.247
597,117.222.147.154,India,Kerala,Kottayam,Asia/Kolkata,67.995,9.715,6.0,25.255,44.02,40.184,54.024,46.179,76.0,9.5729,76.4983
598,117.203.149.80,India,West Bengal,Durgapur,Asia/Calcutta,66.261,6.996,6.0,21.974,34.262,26.456,45.786,37.455,107.0,23.55,87.3
599,117.205.242.170,India,West Bengal,Kolkata,Asia/Calcutta,67.174,6.912,7.0,26.979,38.351,32.836,46.207,39.544,127.0,22.2727,88.0325
600,117.217.99.241,India,Maharashtra,Pune,Asia/Calcutta,64.8,8.144,7.0,21.119,37.172,29.82,44.305,35.797,59.0,19.1169,73.5764
601,59.97.57.130,India,Tamil Nadu,Kalpakkam,Asia/Calcutta,69.582,7.278,6.0,24.103,42.61,37.765,47.988,44.86,106.0,12.619,80.1619
602,59.97.171.109,India,Kerala,Chengannur,Asia/Calcutta,66.995,6.878,6.0,20.546,34.684,26.704,46.896,37.064,72.0,9.4037,76.6461
603,61.3.237.133,India,Tamil Nadu,Chennai,Asia/Calcutta,65.098,5.776,6.0,20.66,33.074,26.408,44.223,37.132,83.0,12.7756,80.4554
604,117.247.16.156,India,Andhra Pradesh,Tirupati,Asia/Calcutta,69.562,9.577,7.0,23.141,37.611,31.008,47.203,37.397,123.0,13.6384,79.407
605,117.213.29.100,India,Kerala,Kochi,Asia/Calcutta,69.913,11.306,7.0,27.149,42.405,37.162,48.402,41.213,99.0,10.0273,76.3165
606,61.0.87.248,India,Maharashtra,Thane,Asia/Calcutta,67.911,6.818,7.0,26.265,36.135,29.568,50.733,41.09,75.0,19.2366,72.9756
607,117.222.105.154,India,Karnataka,Karwar,Asia/Calcutta,69.332,9.35,6.0,24.049,39.197,33.213,54.121,42.042,54.0,14.7836,74.1133
608,117.235.25.154,India,Haryana,Kaithal,Asia/Calcutta,73.524,10.639,6.0,27.667,42.015,36.945,55.512,44.406,59.0,29.8,76.38
609,117.202.136.81,India,Tamil Nadu,Thoothukudi,Asia/Calcutta,70.636,12.163,6.0,28.303,45.782,37.837,50.826,45.581,128.0,8.8,78.1333
610,117.206.197.40,India,Himachal Pradesh,Chamba,Asia/Calcutta,69.591,9.641,7.0,28.097,41.128,34.794,50.393,42.381,60.0,32.544,76.1413
611,117.206.200.160,India,Himachal Pradesh,Baijnath,Asia/Kolkata,68.859,7.673,7.0,24.025,41.067,36.763,52.647,42.723,85.0,32.0222,76.7361
612,117.212.33.57,India,Uttar Pradesh,Ghaziabad,Asia/Calcutta,67.978,7.664,7.0,23.098,42.531,37.423,54.367,44.626,120.0,28.6692,77.4538
613,59.88.109.145,India,Chhattisgarh,Bhilai,Asia/Calcutta,69.049,10.792,6.0,25.873,40.352,33.313,49.276,41.005,59.0,21.2056,81.3331
614,59.88.109.47,India,Chhattisgarh,Durg,Asia/Calcutta,65.892,4.687,6.0,22.232,35.481,27.785,42.562,35.049,51.0,21.2167,81.2833
615,117.199.194.132,India,Odisha,Sambalpur,Asia/Calcutta,68.7,8.892,6.0,27.226,43.779,37.042,52.829,45.54,73.0,21.4721,83.9811
616,59.88.15.32,India,Kerala,Alappuzha,Asia/Calcutta,66.179,6.057,7.0,26.292,37.785,31.371,46.682,37.308,111.0,9.53,76.3714
617,59.88.127.92,India,Gujarat,Ahmedabad,Asia/Calcutta,68.412,8.841,7.0,25.49,40.885,35.961,50.007,42.177,51.0,23.1119,72.5253
618,117.220.16.34,India,Himachal Pradesh,Nalagarh,Asia/Calcutta,68.404,8.769,6.0,25.635,38.692,32.9,46.978,41.625,67.0,31.0487,76.7005
619,117.197.11.36,India,Rajasthan,Sikar,Asia/Calcutta,70.523,11.145,6.0,28.565,42.928,37.89,55.336,47.528,83.0,27.6092,75.139
620,117.216.31.192,India,Kerala,Thiruvananthapuram,Asia/Calcutta,69.287,9.844,6.0,27.181,37.485,31.147,47.427,39.013,89.0,8.545,76.8454
621,117.208.143.184,India,Andhra Pradesh,Kurnool,Asia/Calcutta,69.332,11.305,7.0,27.468,45.585,41.777,54.337,46.437,112.0,16.114,78.1953
622,117.226.130.21,India,West Bengal,Kolkata,Asia/Calcutta,70.61,10.162,6.0,26.178,38.626,31.14,53.329,41.249,75.0,22.2219,88.5672
623,117.194.4.109,India,Odisha,Balasore,Asia/Calcutta,68.45,10.011,6.0,26.859,42.841,39.426,50.424,42.953,105.0,21.4248,86.9752
624,117.194.130.162,India,West Bengal,Kolkata,Asia/Calcutta,70.396,11.515,6.0,28.474,45.931,41.562,51.535,45.258,54.0,22.719,88.5786
625,117.194.242.223,India,Tripura,Agartala,Asia/Calcutta,68.339,8.132,6.0,25.353,39.303,33.052,49.099,41.636,54.0,23.8361,91.2824
626,117.217.99.41,India,Maharashtra,Pune,Asia/Calcutta,66.161,9.131,7.0,25.403,41.48,34.219,55.035,43.905,83.0,18.3267,74.3082
627,117.217.99.142,India,Maharashtra,Pune,Asia/Calcutta,68.042,9.256,6.0,24.564,41.49,34.658,55.813,45.539,93.0,18.217,74.3486
628,117.254.93.186,India,Tamil Nadu,Madurai,Asia/Calcutta,65.703,8.464,6.0,21.614,35.568,31.634,43.162,38.098,122.0,9.9151,78.1216
629,117.194.11.254,India,Odisha,Balasore,Asia/Calcutta,69.309,6.075,6.0,24.738,40.365,35.853,50.514,42.881,102.0,21.5759,87.023
630,117.234.134.169,India,Uttarakhand,Dehradun,Asia/Calcutta,69.17,8.779,6.0,28.495,44.103,40.976,55.781,48.063,122.0,30.2444,78.1075
631,117.194.118.129,India,West Bengal,Kolkata,Asia/Calcutta,67.037,7.824,6.0,23.966,37.973,30.658,50.064,39.199,73.0,22.4457,88.7575
632,117.247.204.186,India,Tamil Nadu,Chennai,Asia/Calcutta,70.009,8.946,6.0,27.823,39.743,35.507,47.679,41.095,102.0,13.2454,80.2932
633,117.193.71.236,India,Kerala,Kochi,Asia/Calcutta,71.756,8.815,6.0,28.769,44.495,38.454,58.311,48.756,103.0,10.3953,76.5183
634,210.212.236.44,India,Kerala,Kochi,Asia/Calcutta,67.215,6.606,6.0,21.527,34.515,30.192,48.62,37.451,57.0,9.4274,76.4998
635,117.207.177.135,India,Rajasthan,Alwar,Asia/Calcutta,67.94,9.23,6.0,21.218,40.842,33.358,52.181,42.627,62.0,27.6286,76.6864
636,59.88.192.217,India,Karnataka,Bengaluru,Asia/Calcutta,66.473,5.546,6.0,23.628,37.624,34.01,52.301,45.057,127.0,13.416,78.1407
637,61.0.248.250,India,Kerala,Kochi,Asia/Calcutta,68.691,7.593,6.0,24.849,42.368,36.858,54.829,44.539,106.0,10.2301,76.3367
638,117.206.36.251,India,Kerala,Kottayam,Asia/Calcutta,68.073,8.505,6.0,25.88,42.324,37.543,55.925,47.542,107.0,9.6149,76.554
639,117.237.232.190,India,Assam,Guwahati,Asia/Calcutta,76.028,10.229,6.0,29.175,41.766,38.26,55.533,48.134,105.0,26.1914,91.7795
640,61.0.248.18,India,Punjab,Gurdaspur,Asia/Calcutta,79.856,17.515,4.0,33.953,53.608,48.59,61.259,54.73,74.0,32.0776,75.4056
641,117.220.254.132,India,Maharashtra,Pune,Asia/Kolkata,65.672,6.203,10.0,22.167,40.878,33.443,51.054,43.185,110.0,18.0297,73.2122
642,117.192.76.240,India,Telangana,Hyderabad,Asia/Calcutta,69.2,5.156,7.0,27.68,40.663,33.685,49.029,42.993,96.0,13.9831,93.7863
643,117.230.26.160,India,Kerala,Kochi,Asia/Calcutta,368.428,323.924,4.0,482.963,398.768,391.886,404.83,397.948,69.0,10.349,75.7891
644,117.228.34.205,India,Gujarat,Rajkot,Asia/Calcutta,67.894,6.846,6.0,26.939,40.141,34.243,51.054,43.259,89.0,22.2941,70.794
645,117.251.65.195,India,Haryana,Faridabad,Asia/Calcutta,67.775,6.256,6.0,21.366,38.169,30.71,52.759,42.614,74.0,28.4222,77.3131
646,117.233.112.72,India,Madhya Pradesh,Nashik,Asia/Calcutta,90.711,103.585,9.0,64.742,90.582,84.149,105.098,96.171,84.0,20.0514,73.7649
647,117.229.12.40,India,Gujarat,Ahmedabad,Asia/Calcutta,68.55,10.48,6.0,27.12,42.555,35.327,57.133,46.826,127.0,23.1822,72.5984
648,117.228.200.113,India,Maharashtra,Sangli,Asia/Calcutta,86.79,23.86,7.0,37.937,57.087,53.706,71.54,63.092,75.0,16.8783,74.5849
649,117.218.210.69,India,Uttar Pradesh,- - -,Asia/Calcutta,71.302,8.126,6.0,26.44,40.21,35.869,46.106,42.445,98.0,33.4373,92.147
650,59.93.19.200,India,Kerala,Pattambi,Asia/Calcutta,86.215,18.04,5.0,44.772,56.918,53.53,64.051,57.301,103.0,10.7667,76.1333
651,218.248.73.161,India,- - -,- - -,Asia/Calcutta,74.337,5.978,8.0,61.426,54.368,48.925,62.417,55.131,60.0,17.3938,70.2275
652,117.194.254.126,India,Assam,Guwahati,Asia/Calcutta,105.281,24.838,7.0,56.284,66.736,61.131,80.159,71.588,86.0,26.1273,91.7406
653,218.248.4.175,India,Andhra Pradesh,Vijayawada,Asia/Calcutta,117.22,42.524,5.0,65.266,83.179,78.257,91.312,84.926,128.0,16.5666,80.6081
654,117.248.43.4,India,Tamil Nadu,Villupuram,Asia/Calcutta,97.453,48.992,10.0,50.602,75.601,68.859,84.25,77.807,57.0,11.9147,79.4633
655,117.217.99.22,India,Maharashtra,Pune,Asia/Calcutta,103.901,5.435,4.0,65.601,61.534,57.952,72.348,66.632,95.0,18.2879,73.2488
656,117.217.99.202,India,Maharashtra,Pune,Asia/Calcutta,116.387,42.023,8.0,76.64,87.35,82.113,98.885,90.428,61.0,19.0423,73.5014
657,117.193.136.7,India,Tamil Nadu,Kanchipuram,Asia/Calcutta,118.845,5.722,10.0,20.816,53.319,47.573,61.338,56.283,105.0,15.2128,89.1984
658,59.91.204.185,India,Punjab,Hoshiarpur,Asia/Calcutta,68.584,6.799,6.0,33.137,41.181,36.067,55.181,43.675,99.0,31.482,75.9122
659,59.89.37.86,India,Punjab,Ludhiana,Asia/Calcutta,87.312,39.992,10.0,55.695,65.119,58.432,77.562,66.892,102.0,30.9098,75.8514
660,59.91.204.114,India,Punjab,Hoshiarpur,Asia/Calcutta,80.458,19.227,7.0,52.646,54.713,49.01,68.532,56.817,89.0,31.5661,75.9173
661,117.221.218.69,India,Telangana,Hyderabad,Asia/Calcutta,66.88,45.583,10.0,43.842,60.903,56.092,69.901,62.379,116.0,16.5399,83.7027
662,117.230.169.248,India,Karnataka,Kottayam,Asia/Calcutta,118.465,40.42,6.0,40.035,74.732,70.517,88.395,79.898,94.0,9.5547,76.4944
663,117.254.86.151,India,Tamil Nadu,Madurai,Asia/Calcutta,64.384,32.045,7.0,50.821,53.412,50.203,58.688,54.562,50.0,9.9594,78.0728
664,117.246.192.64,India,Andhra Pradesh,Anantapur,Asia/Calcutta,106.72,27.692,10.0,38.962,62.477,55.676,71.54,63.949,94.0,27.7058,73.6579
665,117.204.61.122,India,Telangana,Mancherial,Asia/Calcutta,66.116,21.947,7.0,30.649,45.349,40.396,57.966,47.993,62.0,30.5082,95.2727
666,117.212.131.20,India,Madhya Pradesh,Gwalior,Asia/Calcutta,93.427,44.925,7.0,78.095,81.534,73.58,94.362,82.627,85.0,21.4409,96.0736
667,117.214.243.117,India,Karnataka,Bengaluru,Asia/Calcutta,109.951,28.559,4.0,49.121,66.001,60.452,72.444,64.841,92.0,13.1599,77.6465
668,117.211.191.181,India,Gujarat,Ahmedabad,Asia/Calcutta,60.27,13.909,9.0,20.681,40.706,34.58,51.443,42.901,97.0,23.1884,72.5218
669,117.196.174.81,India,Kerala,Alappuzha,Asia/Calcutta,108.851,23.048,10.0,58.622,68.713,63.122,79.858,72.166,51.0,9.4488,76.3134
670,117.217.99.213,India,Maharashtra,Pune,Asia/Calcutta,100.128,45.901,9.0,48.916,74.851,68.373,87.416,77.814,126.0,18.0991,74.4139
671,117.242.78.145,India,National Capital Territory of Delhi,New Delhi,Asia/Calcutta,75.293,34.604,9.0,66.137,61.985,56.881,72.727,63.711,65.0,28.7115,77.0737
672,59.94.231.44,India,Haryana,Narnaul,Asia/Calcutta,119.56,21.055,5.0,48.64,67.31,61.198,82.21,71.415,54.0,8.6165,79.9348
673,117.207.82.176,India,Rajasthan,Jaipur,Asia/Calcutta,83.765,49.605,7.0,52.377,69.34,63.786,77.905,68.927,77.0,27.0137,75.4767
674,117.207.44.212,India,Kerala,Kochi,Asia/Calcutta,108.422,30.725,10.0,73.588,80.786,77.621,91.193,84.353,62.0,9.7023,76.1607
675,59.99.185.17,India,Kerala,Kochi,Asia/Calcutta,91.949,9.176,10.0,47.659,57.926,50.095,64.404,58.909,117.0,10.2297,76.4709
676,61.3.133.226,India,Kerala,Alappuzha,Asia/Calcutta,78.569,29.752,4.0,21.634,46.62,40.065,52.446,46.341,77.0,9.4507,76.2839
677,117.206.37.71,India,Kerala,Kottayam,Asia/Calcutta,115.745,16.136,5.0,69.123,73.822,70.011,80.52,73.532,113.0,9.6629,76.4686
678,210.212.210.110,India,Telangana,Hyderabad,Asia/Calcutta,68.18,34.064,5.0,67.914,59.573,53.394,70.844,61.545,83.0,24.7234,75.5988
679,117.194.252.65,India,Assam,Guwahati,Asia/Calcutta,102.779,43.829,4.0,64.374,73.001,69.946,80.11,75.717,103.0,26.142,91.6839
680,117.233.114.37,India,Maharashtra,Nashik,Asia/Calcutta,64.138,9.106,4.0,28.805,42.951,35.204,52.887,42.688,78.0,20.0737,73.7487
681,117.226.147.111,India,West Bengal,Kolkata,Asia/Calcutta,115.996,42.893,4.0,42.755,74.446,68.417,87.965,79.16,60.0,22.1407,88.038
682,117.199.194.50,India,National Capital Territory of Delhi,Delhi,Asia/Calcutta,75.306,49.499,7.0,34.363,56.895,53.179,64.691,57.455,58.0,28.7846,77.3172
683,117.215.151.75,India,Karnataka,Bengaluru,Asia/Calcutta,83.772,12.474,10.0,44.675,54.044,46.996,67.013,57.086,120.0,12.783,77.5575
684,117.220.253.63,India,Maharashtra,Pune,Asia/Calcutta,80.391,31.69,6.0,37.026,57.841,53.515,67.147,60.041,124.0,18.2556,74.2817
